participant,stimulus,response,rating
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,0,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,0,1,4
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,3
sim01_d1.0_meta1.0_r4_n400,1,0,4
sim01_d1.0_meta1.0_r4_n400,0,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,1,3
sim01_d1.0_meta1.0_r4_n400,1,0,2
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,3
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,1,1,3
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,1,3
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,1,1,3
sim01_d1.0_meta1.0_r4_n400,1,0,2
sim01_d1.0_meta1.0_r4_n400,0,1,3
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,1,0,3
sim01_d1.0_meta1.0_r4_n400,0,1,2
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,1,0,2
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,0,0,3
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,1,0,2
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,0,0,3
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,1,0,3
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,3
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,1,0,4
sim01_d1.0_meta1.0_r4_n400,0,0,3
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,0,0,3
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,0,3
sim01_d1.0_meta1.0_r4_n400,0,1,2
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,1,0,3
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,3
sim01_d1.0_meta1.0_r4_n400,1,0,2
sim01_d1.0_meta1.0_r4_n400,1,1,3
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,1,0,2
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,1,0,2
sim01_d1.0_meta1.0_r4_n400,0,1,4
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,0,0,3
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,0,1,2
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,3
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,0,0,3
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,0,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,3
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,1,1,3
sim01_d1.0_meta1.0_r4_n400,1,1,3
sim01_d1.0_meta1.0_r4_n400,1,0,2
sim01_d1.0_meta1.0_r4_n400,0,0,3
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,1,1,3
sim01_d1.0_meta1.0_r4_n400,0,0,3
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,0,0,3
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,1,3
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,1,0,3
sim01_d1.0_meta1.0_r4_n400,0,1,3
sim01_d1.0_meta1.0_r4_n400,0,0,3
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,1,0,3
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,1,1,3
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,3
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,3
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,1,1,3
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,3
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,3
sim01_d1.0_meta1.0_r4_n400,0,1,3
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,1,1,3
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,1,1,3
sim01_d1.0_meta1.0_r4_n400,0,1,2
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,3
sim01_d1.0_meta1.0_r4_n400,1,0,2
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,1,4
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,0,3
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,1,0,3
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,0,1,2
sim01_d1.0_meta1.0_r4_n400,1,0,2
sim01_d1.0_meta1.0_r4_n400,0,0,2
sim01_d1.0_meta1.0_r4_n400,0,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,0,0,3
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,3
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,0,1,1
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,1,1,2
sim01_d1.0_meta1.0_r4_n400,1,1,1
sim01_d1.0_meta1.0_r4_n400,1,1,4
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,0,0,4
sim01_d1.0_meta1.0_r4_n400,1,0,1
sim01_d1.0_meta1.0_r4_n400,0,1,3
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,0,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,0,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,0,1,2
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,0,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,0,2
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,0,1,3
sim02_d1.5_meta1.5_r4_n400,1,0,2
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,0,3
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,1,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,0,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,0,3
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,0,1,3
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,1,2
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,0,3
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,0,4
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,0,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,1,2
sim02_d1.5_meta1.5_r4_n400,0,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,0,2
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,1,2
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,0,4
